# DESCRIPTION:
# Reference: S.O. Rasmussen, P.M. Abbott, T. Blunier, A.J. Bourne, E. Brook, S.L. Buchardt, C. Buizert, J. Chappellaz, H.B. Clausen, E. Cook, D. Dahl-Jensen, S.M. Davies, M. Guillevic, S. Kipfstuhl, T. Laepple, I.K. Seierstad, J.P. Severinghaus, J.P. Steffensen, C. Stowasser, A. Svensson, P. Vallelonga, B.M. Vinther, F. Wilhelms, and M. Winstrup (2013): A first chronology for the North Greenland Eemian Ice Drilling (NEEM) ice core. Clim. Past, 9, 2713–2730, https://doi.org/10.5194/cp-9-2713-2013.
# Data from: https://www.iceandclimate.nbi.ku.dk/data/. Accessed 07 Jan 2023.
# Comment: Years were converted to kyr.
# Comment: Several variables from the original dataset are not included here.

NEEM depth [m],Age of ice [ka b2k],Age of gas [ka b2k],d15N [‰]
2185.74,103.599,103217.9,0.31
2185.76,103.604,103222.66,0.31
2185.77,103.609,103227.31,0.31
2185.79,103.614,103232.06,0.31
2185.8,103.619,103236.94,0.31
2185.81,103.624,103241.83,0.31
2185.83,103.629,103246.71,0.32
2185.84,103.634,103251.59,0.32
2185.86,103.639,103256.47,0.32
2185.87,103.644,103261.21,0.32
2185.88,103.649,103265.86,0.32
2185.9,103.654,103270.61,0.32
2185.91,103.659,103275.48,0.32
2185.92,103.664,103280.37,0.32
2185.94,103.669,103285.25,0.32
2185.95,103.674,103290.13,0.32
2185.97,103.679,103295.01,0.32
2185.98,103.684,103299.75,0.32
2185.99,103.689,103304.41,0.32
2186.01,103.694,103309.17,0.32
2186.02,103.699,103314.03,0.32
2186.03,103.704,103318.93,0.32
2186.05,103.709,103323.85,0.32
2186.06,103.714,103328.57,0.32
2186.08,103.719,103333.27,0.32
2186.09,103.724,103338.13,0.32
2186.1,103.729,103343.06,0.32
2186.12,103.734,103347.98,0.32
2186.13,103.739,103352.87,0.32
2186.15,103.744,103357.58,0.32
2186.16,103.749,103362.28,0.32
2186.17,103.754,103366.99,0.32
2186.19,103.759,103371.7,0.32
2186.2,103.764,103376.58,0.32
2186.21,103.769,103381.52,0.32
2186.23,103.774,103386.26,0.32
2186.24,103.779,103390.9,0.32
2186.26,103.784,103395.82,0.32
2186.27,103.789,103400.73,0.32
2186.28,103.794,103405.46,0.32
2186.3,103.799,103410.17,0.32
2186.31,103.804,103414.89,0.32
2186.32,103.809,103419.6,0.32
2186.34,103.814,103424.25,0.32
2186.35,103.819,103428.87,0.32
2186.37,103.824,103433.78,0.32
2186.38,103.829,103438.68,0.32
2186.39,103.834,103443.39,0.32
2186.41,103.839,103448.08,0.32
2186.42,103.844,103452.77,0.32
2186.43,103.849,103457.45,0.32
2186.45,103.854,103462.04,0.32
2186.46,103.859,103466.56,0.32
2186.47,103.864,103471.22,0.32
2186.49,103.869,103475.88,0.32
2186.5,103.874,103480.52,0.32
2186.52,103.879,103485.16,0.32
2186.53,103.884,103489.79,0.32
2186.54,103.889,103494.41,0.32
2186.56,103.894,103498.94,0.32
2186.57,103.899,103503.39,0.32
2186.58,103.904,103507.97,0.32
2186.6,103.909,103512.55,0.32
2186.61,103.914,103516.92,0.32
2186.63,103.919,103521.25,0.32
2186.64,103.924,103525.69,0.32
2186.65,103.929,103530.2,0.32
2186.67,103.934,103534.72,0.32
2186.68,103.939,103539.23,0.32
2186.69,103.944,103543.67,0.32
2186.71,103.949,103547.94,0.32
2186.72,103.954,103552.21,0.32
2186.73,103.959,103556.68,0.32
2186.75,103.964,103561.14,0.32
2186.76,103.969,103565.47,0.32
2186.78,103.974,103569.74,0.32
2186.79,103.979,103573.93,0.32
2186.8,103.984,103578.12,0.32
2186.82,103.989,103582.26,0.32
2186.83,103.994,103586.43,0.32
2186.85,103.999,103590.75,0.32
2186.86,104.004,103595.04,0.32
2186.88,104.009,103599.13,0.32
2186.89,104.014,103603.26,0.32
2186.91,104.019,103607.58,0.32
2186.92,104.024,103611.85,0.32
2186.94,104.029,103615.88,0.32
2186.95,104.034,103619.9,0.32
2186.97,104.039,103624.07,0.32
2186.98,104.044,103628.12,0.32
2187,104.049,103632.14,0.32
2187.01,104.054,103636.15,0.32
2187.03,104.059,103640.16,0.32
2187.04,104.064,103644.36,0.32
2187.06,104.069,103648.6,0.32
2187.07,104.074,103652.85,0.32
2187.09,104.079,103657.09,0.32
2187.1,104.084,103661.14,0.32
2187.12,104.089,103665.1,0.32
2187.13,104.094,103669.24,0.32
2187.15,104.099,103673.44,0.32
2187.16,104.104,103677.64,0.32
2187.18,104.109,103681.85,0.32
2187.19,104.114,103686.03,0.32
2187.21,104.119,103690.19,0.32
2187.22,104.124,103694.38,0.32
2187.24,104.129,103698.53,0.32
2187.25,104.134,103702.7,0.32
2187.27,104.139,103706.86,0.32
2187.28,104.144,103711,0.32
2187.3,104.149,103715.16,0.32
2187.31,104.154,103719.28,0.33
2187.33,104.159,103723.39,0.33
2187.34,104.164,103727.52,0.33
2187.36,104.169,103731.68,0.33
2187.37,104.174,103735.96,0.33
2187.39,104.179,103740.31,0.33
2187.4,104.184,103744.5,0.33
2187.42,104.189,103748.59,0.33
2187.43,104.194,103752.87,0.33
2187.45,104.199,103757.25,0.33
2187.46,104.204,103761.59,0.33
2187.48,104.209,103765.91,0.33
2187.49,104.214,103770.1,0.33
2187.51,104.219,103774.17,0.33
2187.52,104.224,103778.42,0.33
2187.53,104.229,103782.78,0.33
2187.55,104.234,103787.1,0.33
2187.56,104.239,103791.42,0.33
2187.58,104.244,103795.75,0.33
2187.59,104.249,103800.06,0.33
2187.61,104.254,103804.38,0.33
2187.62,104.259,103808.69,0.33
2187.64,104.264,103813,0.33
2187.65,104.269,103817.35,0.33
2187.67,104.274,103821.66,0.33
2187.68,104.279,103825.95,0.33
2187.7,104.284,103830.27,0.33
2187.71,104.289,103834.56,0.33
2187.73,104.294,103839,0.33
2187.74,104.299,103843.53,0.33
2187.76,104.304,103847.96,0.33
2187.77,104.309,103852.28,0.33
2187.79,104.314,103856.59,0.33
2187.8,104.319,103861.09,0.33
2187.82,104.324,103865.62,0.33
2187.83,104.329,103869.98,0.33
2187.85,104.334,103874.26,0.33
2187.86,104.339,103878.74,0.33
2187.88,104.344,103883.31,0.33
2187.89,104.349,103887.84,0.33
2187.91,104.354,103892.4,0.33
2187.92,104.359,103896.73,0.33
2187.94,104.364,103901.03,0.33
2187.96,104.369,103905.52,0.33
2187.98,104.374,103910.02,0.33
2187.99,104.379,103914.58,0.33
2188.01,104.384,103919.16,0.33
2188.03,104.389,103923.71,0.33
2188.04,104.394,103928.18,0.33
2188.06,104.399,103932.47,0.33
2188.08,104.404,103936.85,0.33
2188.1,104.409,103941.39,0.33
2188.11,104.414,103945.74,0.33
2188.13,104.419,103950.03,0.33
2188.15,104.424,103954.4,0.33
2188.16,104.429,103958.97,0.33
2188.18,104.434,103963.36,0.33
2188.2,104.439,103967.62,0.33
2188.21,104.444,103971.91,0.33
2188.23,104.449,103976.2,0.33
2188.25,104.454,103980.46,0.33
2188.27,104.459,103984.74,0.33
2188.28,104.464,103989.03,0.33
2188.3,104.469,103993.17,0.33
2188.32,104.474,103997.19,0.33
2188.33,104.479,104001.42,0.33
2188.35,104.484,104005.7,0.33
2188.37,104.489,104009.86,0.33
2188.39,104.494,104013.89,0.33
2188.4,104.499,104018.09,0.33
2188.42,104.504,104022.38,0.33
2188.44,104.509,104026.42,0.33
2188.45,104.514,104030.45,0.33
2188.47,104.519,104034.5,0.33
2188.48,104.524,104038.56,0.33
2188.5,104.529,104042.64,0.33
2188.51,104.534,104046.73,0.33
2188.53,104.539,104050.79,0.33
2188.54,104.544,104054.86,0.33
2188.55,104.549,104058.95,0.33
2188.57,104.554,104063.05,0.33
2188.58,104.559,104067.19,0.33
2188.6,104.564,104071.33,0.33
2188.61,104.569,104075.47,0.33
2188.63,104.574,104079.58,0.33
2188.64,104.579,104083.68,0.33
2188.66,104.584,104087.52,0.33
2188.67,104.589,104091.38,0.33
2188.68,104.594,104095.5,0.33
2188.7,104.599,104099.62,0.33
2188.71,104.604,104103.5,0.33
2188.73,104.609,104107.37,0.33
2188.74,104.614,104111.46,0.33
2188.76,104.619,104115.6,0.33
2188.77,104.624,104119.53,0.33
2188.79,104.629,104123.4,0.33
2188.8,104.634,104127.38,0.33
2188.82,104.639,104131.37,0.33
2188.83,104.644,104135.25,0.33
2188.84,104.649,104139.16,0.33
2188.86,104.654,104143.1,0.33
2188.87,104.659,104147.03,0.33
2188.89,104.664,104150.95,0.33
2188.9,104.669,104154.88,0.33
2188.92,104.674,104158.95,0.33
2188.93,104.679,104162.91,0.33
2188.95,104.684,104166.84,0.33
2188.96,104.689,104170.79,0.33
2188.97,104.694,104174.76,0.33
2188.99,104.699,104178.71,0.33
2189,104.704,104182.66,0.33
2189.02,104.709,104186.56,0.33
2189.03,104.714,104190.36,0.33
2189.04,104.719,104194.37,0.33
2189.06,104.724,104198.4,0.33
2189.07,104.729,104202.29,0.33
2189.08,104.734,104206.1,0.32
2189.1,104.739,104210,0.32
2189.11,104.744,104214.04,0.32
2189.12,104.749,104218.1,0.32
2189.13,104.754,104222.26,0.32
2189.15,104.759,104226.24,0.32
2189.16,104.764,104230.08,0.32
2189.17,104.769,104233.98,0.32
2189.19,104.774,104238.05,0.32
2189.2,104.779,104242.12,0.32
2189.21,104.784,104246.19,0.32
2189.23,104.789,104250.27,0.32
2189.24,104.794,104254.43,0.32
2189.25,104.799,104258.61,0.32
2189.27,104.804,104262.7,0.32
2189.28,104.809,104266.79,0.32
2189.29,104.814,104270.89,0.32
2189.31,104.819,104275,0.32
2189.32,104.824,104278.98,0.32
2189.33,104.829,104282.93,0.32
2189.35,104.834,104287.27,0.32
2189.36,104.839,104291.61,0.32
2189.37,104.844,104295.78,0.32
2189.38,104.849,104299.92,0.32
2189.4,104.854,104304.13,0.32
2189.41,104.859,104308.39,0.32
2189.42,104.864,104312.54,0.32
2189.44,104.869,104316.7,0.32
2189.45,104.874,104320.87,0.32
2189.46,104.879,104325.04,0.32
2189.48,104.884,104329.28,0.32
2189.49,104.889,104333.57,0.32
2189.5,104.894,104337.97,0.32
2189.52,104.899,104342.39,0.32
2189.53,104.904,104346.76,0.32
2189.54,104.909,104351.1,0.32
2189.56,104.914,104355.55,0.32
2189.57,104.919,104360.02,0.32
2189.58,104.924,104364.29,0.32
2189.6,104.929,104368.56,0.32
2189.61,104.934,104373.08,0.32
2189.62,104.939,104377.78,0.32
2189.63,104.944,104382.3,0.32
2189.65,104.949,104386.81,0.32
2189.66,104.954,104391.35,0.32
2189.67,104.959,104395.88,0.32
2189.69,104.964,104400.38,0.32
2189.7,104.969,104404.82,0.32
2189.71,104.974,104409.4,0.32
2189.73,104.979,104414,0.31
2189.74,104.984,104418.74,0.31
2189.75,104.989,104423.57,0.31
2189.77,104.994,104428.27,0.31
2189.78,104.999,104432.77,0.31
2189.79,105.004,104437.61,0.31
2189.81,105.009,104442.48,0.31
2189.82,105.014,104447.16,0.31
2189.83,105.019,104451.75,0.31
2189.85,105.024,104456.66,0.31
2189.86,105.029,104461.59,0.31
2189.87,105.034,104466.53,0.31
2189.88,105.039,104471.5,0.31
2189.9,105.044,104476.47,0.31
2189.91,105.049,104481.46,0.31
2189.92,105.054,104486.25,0.31
2189.94,105.059,104491.05,0.31
2189.95,105.064,104496.04,0.31
2189.96,105.069,104501.1,0.31
2189.98,105.074,104506.17,0.31
2189.99,105.079,104511.26,0.31
2190,105.084,104516.6,0.31
2190.02,105.089,104521.94,0.31
2190.03,105.094,104527.17,0.31
2190.04,105.099,104532.37,0.31
2190.06,105.104,104537.55,0.31
2190.07,105.109,104542.74,0.31
2190.08,105.114,104548.17,0.31
2190.1,105.119,104553.6,0.31
2190.11,105.124,104558.95,0.31
2190.12,105.129,104564.23,0.31
2190.13,105.134,104569.75,0.3
2190.15,105.139,104575.29,0.3
2190.16,105.144,104580.84,0.3
2190.17,105.149,104586.45,0.3
2190.19,105.154,104591.94,0.3
2190.2,105.159,104597.32,0.3
2190.21,105.164,104602.97,0.3
2190.23,105.169,104608.63,0.3
2190.24,105.174,104614.34,0.3
2190.25,105.179,104620.06,0.3
2190.27,105.184,104625.88,0.3
2190.28,105.189,104631.79,0.3
2190.29,105.194,104637.62,0.3
2190.31,105.199,104643.42,0.3
2190.32,105.204,104649.25,0.3
2190.33,105.209,104655.1,0.3
2190.35,105.214,104661.05,0.3
2190.36,105.219,104667.04,0.3
2190.37,105.224,104672.97,0.3
2190.39,105.229,104678.95,0.3
2190.4,105.234,104684.9,0.3
2190.41,105.239,104690.91,0.3
2190.43,105.244,104696.94,0.3
2190.44,105.249,104703.09,0.3
2190.45,105.254,104709.36,0.29
2190.47,105.259,104715.63,0.29
2190.48,105.264,104721.82,0.29
2190.49,105.269,104727.95,0.29
2190.51,105.274,104734.17,0.29
2190.52,105.279,104740.58,0.29
2190.53,105.284,104746.98,0.29
2190.54,105.289,104753.18,0.29
2190.56,105.294,104759.4,0.29
2190.57,105.299,104765.73,0.29
2190.58,105.304,104772.13,0.29
2190.6,105.309,104778.63,0.29
2190.61,105.314,104785.15,0.29
2190.62,105.319,104791.71,0.29
2190.64,105.324,104798.33,0.29
2190.65,105.329,104804.9,0.29
2190.67,105.334,104811.53,0.29
2190.68,105.339,104818.36,0.29
2190.69,105.344,104825.19,0.29
2190.71,105.349,104831.85,0.29
2190.72,105.354,104838.57,0.29
2190.74,105.359,104845.26,0.28
2190.75,105.364,104852.04,0.28
2190.77,105.369,104859.01,0.28
2190.78,105.374,104866.01,0.28
2190.8,105.379,104872.74,0.28
2190.81,105.384,104879.53,0.28
2190.83,105.389,104886.51,0.28
2190.84,105.394,104893.54,0.28
2190.86,105.399,104900.54,0.28
2190.87,105.404,104907.58,0.28
2190.88,105.409,104914.62,0.28
2190.9,105.414,104921.65,0.28
2190.91,105.419,104928.72,0.28
2190.93,105.424,104935.75,0.28
2190.94,105.429,104942.8,0.28
2190.96,105.434,104949.85,0.28
2190.97,105.439,104956.86,0.28
2190.99,105.444,104963.79,0.28
2191,105.449,104970.58,0.27
2191.02,105.454,104977.43,0.27
2191.03,105.459,104984.48,0.27
2191.05,105.464,104991.38,0.27
2191.06,105.469,104998.1,0.27
2191.07,105.474,105004.82,0.27
2191.09,105.479,105011.59,0.27
2191.1,105.484,105018.36,0.27
2191.12,105.489,105025.19,0.27
2191.13,105.494,105032.1,0.27
2191.15,105.499,105038.87,0.27
2191.16,105.504,105045.5,0.27
2191.18,105.509,105052.14,0.27
2191.19,105.514,105058.78,0.27
2191.21,105.519,105065.54,0.27
2191.23,105.524,105072.5,0.27
2191.24,105.529,105079.31,0.27
2191.26,105.534,105086.04,0.27
2191.28,105.539,105092.71,0.27
2191.3,105.544,105099.3,0.27
2191.31,105.549,105106.08,0.27
2191.33,105.554,105112.92,0.27
2191.35,105.559,105119.48,0.27
2191.37,105.564,105126.02,0.27
2191.38,105.569,105132.5,0.27
2191.4,105.574,105139.01,0.27
2191.42,105.579,105145.52,0.27
2191.44,105.584,105152.08,0.27
2191.45,105.589,105158.78,0.27
2191.47,105.594,105165.28,0.27
2191.49,105.599,105171.61,0.27
2191.51,105.604,105177.99,0.27
2191.52,105.609,105184.35,0.27
2191.54,105.614,105190.7,0.27
2191.56,105.619,105197.05,0.27
2191.58,105.624,105203.35,0.27
2191.59,105.629,105209.63,0.27
2191.61,105.634,105215.89,0.27
2191.63,105.639,105222.15,0.27
2191.65,105.644,105228.38,0.27
2191.66,105.649,105234.43,0.27
2191.68,105.654,105240.38,0.27
2191.7,105.659,105246.41,0.28
2191.72,105.664,105252.55,0.28
2191.73,105.669,105258.63,0.28
2191.75,105.674,105264.54,0.28
2191.77,105.679,105270.6,0.28
2191.8,105.684,105276.86,0.28
2191.82,105.689,105283.03,0.28
2191.84,105.694,105289.01,0.28
2191.86,105.699,105294.94,0.28
2191.89,105.704,105300.84,0.28
2191.91,105.709,105306.75,0.28
2191.93,105.714,105312.63,0.28
2191.96,105.719,105318.52,0.28
2191.98,105.724,105324.42,0.28
2192,105.729,105330.26,0.28
2192.02,105.734,105335.95,0.28
2192.05,105.739,105341.49,0.28
2192.07,105.744,105347.26,0.28
2192.09,105.749,105353.05,0.28
2192.11,105.754,105358.58,0.28
2192.14,105.759,105364.12,0.28
2192.16,105.764,105369.72,0.28
2192.18,105.769,105375.22,0.29
2192.21,105.774,105380.72,0.29
2192.23,105.779,105386.2,0.29
2192.25,105.784,105391.69,0.29
2192.27,105.789,105397.17,0.29
2192.3,105.794,105402.64,0.29
2192.31,105.799,105408.05,0.29
2192.33,105.804,105413.45,0.29
2192.35,105.809,105418.84,0.29
2192.37,105.814,105424.23,0.29
2192.38,105.819,105429.62,0.29
2192.4,105.824,105435,0.29
2192.42,105.829,105440.37,0.29
2192.44,105.834,105445.75,0.29
2192.45,105.839,105451.11,0.29
2192.47,105.844,105456.48,0.29
2192.49,105.849,105461.76,0.29
2192.5,105.854,105466.9,0.29
2192.52,105.859,105472.06,0.29
2192.54,105.864,105477.41,0.29
2192.56,105.869,105482.76,0.29
2192.57,105.874,105487.94,0.29
2192.59,105.879,105493.08,0.29
2192.61,105.884,105498.49,0.29
2192.63,105.889,105503.8,0.29
2192.64,105.894,105508.9,0.29
2192.66,105.899,105514.12,0.29
2192.68,105.904,105519.43,0.29
2192.69,105.909,105524.69,0.3
2192.71,105.914,105529.78,0.3
2192.73,105.919,105534.87,0.3
2192.75,105.924,105539.95,0.3
2192.76,105.929,105545.26,0.3
2192.78,105.934,105550.62,0.3
2192.8,105.939,105555.71,0.3
2192.82,105.944,105560.79,0.3
2192.83,105.949,105565.87,0.3
2192.85,105.954,105570.94,0.3
2192.86,105.959,105576.02,0.3
2192.88,105.964,105581.23,0.3
2192.89,105.969,105586.54,0.3
2192.91,105.974,105591.75,0.3
2192.92,105.979,105596.82,0.3
2192.94,105.984,105601.9,0.3
2192.95,105.989,105606.98,0.3
2192.96,105.994,105612.09,0.3
2192.98,105.999,105617.35,0.3
2192.99,106.004,105622.6,0.3
2193.01,106.009,105627.79,0.3
2193.02,106.014,105632.87,0.3
2193.03,106.019,105637.95,0.3
2193.05,106.024,105643.03,0.3
2193.06,106.029,105648.1,0.3
2193.08,106.034,105653.18,0.3
2193.09,106.039,105658.26,0.3
2193.1,106.044,105663.34,0.3
2193.12,106.049,105668.42,0.3
2193.13,106.054,105673.5,0.3
2193.15,106.059,105678.57,0.3
2193.16,106.064,105683.82,0.3
2193.17,106.069,105689.14,0.3
2193.19,106.074,105694.31,0.3
2193.2,106.079,105699.39,0.3
2193.22,106.084,105704.47,0.3
2193.23,106.089,105709.55,0.3
2193.25,106.094,105714.63,0.3
2193.26,106.099,105719.71,0.3
2193.27,106.104,105724.79,0.3
2193.29,106.109,105729.86,0.3
2193.3,106.114,105734.94,0.3
2193.32,106.119,105740.01,0.3
2193.33,106.124,105745.09,0.3
2193.34,106.129,105750.1,0.3
2193.36,106.134,105754.94,0.3
2193.37,106.139,105759.8,0.3
2193.39,106.144,105764.87,0.3
2193.4,106.149,105769.93,0.3
2193.41,106.154,105775,0.3
2193.43,106.159,105780.06,0.3
2193.44,106.164,105785.12,0.3
2193.45,106.169,105790.11,0.3
2193.47,106.174,105794.94,0.3
2193.48,106.179,105799.77,0.3
2193.49,106.184,105804.81,0.3
2193.51,106.189,105809.85,0.3
2193.52,106.194,105814.88,0.3
2193.53,106.199,105819.85,0.3
2193.55,106.204,105824.66,0.3
2193.56,106.209,105829.47,0.3
2193.57,106.214,105834.49,0.3
2193.59,106.219,105839.5,0.3
2193.6,106.224,105844.26,0.3
2193.61,106.229,105849.03,0.3
2193.63,106.234,105854.04,0.3
2193.64,106.239,105859.03,0.3
2193.65,106.244,105863.81,0.3
2193.67,106.249,105868.59,0.3
2193.68,106.254,105873.36,0.3
2193.69,106.259,105878.13,0.3
2193.71,106.264,105882.83,0.3
2193.72,106.269,105887.48,0.3
2193.73,106.274,105892.23,0.3
2193.75,106.279,105896.98,0.3
2193.76,106.284,105901.72,0.3
2193.77,106.289,105906.46,0.3
2193.79,106.294,105911.19,0.3
2193.8,106.299,105915.92,0.3
2193.81,106.304,105920.7,0.3
2193.83,106.309,105925.64,0.3
2193.84,106.314,105930.4,0.3
2193.85,106.319,105935.11,0.3
2193.87,106.324,105939.81,0.3
2193.88,106.329,105944.51,0.3
2193.89,106.334,105949.21,0.3
2193.91,106.339,105953.9,0.3
2193.92,106.344,105958.58,0.3
2193.93,106.349,105963.26,0.3
2193.95,106.354,105967.94,0.3
2193.96,106.359,105972.51,0.3
2193.98,106.364,105977.09,0.3
2193.99,106.369,105981.74,0.3
2194,106.374,105986.37,0.3
2194.02,106.379,105990.99,0.3
2194.03,106.384,105995.65,0.3
2194.05,106.389,106000.51,0.3
2194.06,106.394,106005.34,0.3
2194.08,106.399,106009.84,0.3
2194.09,106.404,106014.41,0.3
2194.1,106.409,106019,0.3
2194.12,106.414,106023.6,0.3
2194.13,106.419,106028.19,0.3
2194.15,106.424,106032.88,0.3
2194.16,106.429,106037.71,0.3
2194.18,106.434,106042.38,0.3
2194.19,106.439,106046.84,0.3
2194.2,106.444,106051.39,0.3
2194.22,106.449,106055.94,0.3
2194.23,106.454,106060.7,0.3
2194.25,106.459,106065.47,0.3
2194.26,106.464,106070.08,0.3
2194.28,106.469,106074.61,0.3
2194.29,106.474,106079.06,0.3
2194.3,106.479,106083.55,0.3
2194.32,106.484,106088.31,0.3
2194.33,106.489,106093.03,0.3
2194.35,106.494,106097.54,0.3
2194.36,106.499,106102.04,0.3
2194.38,106.504,106106.53,0.3
2194.39,106.509,106110.99,0.3
2194.4,106.514,106115.71,0.3
2194.42,106.519,106120.43,0.3
2194.43,106.524,106124.96,0.3
2194.45,106.529,106129.44,0.3
2194.46,106.534,106134.09,0.3
2194.47,106.539,106138.73,0.3
2194.49,106.544,106143.19,0.3
2194.5,106.549,106147.71,0.3
2194.52,106.554,106152.4,0.3
2194.53,106.559,106157.09,0.3
2194.54,106.564,106161.55,0.3
2194.56,106.569,106165.99,0.31
2194.57,106.574,106170.64,0.31
2194.59,106.579,106175.32,0.31
2194.6,106.584,106179.98,0.31
2194.61,106.589,106184.64,0.31
2194.63,106.594,106189.31,0.31
2194.64,106.599,106193.95,0.31
2194.66,106.604,106198.6,0.31
2194.67,106.609,106203.25,0.31
2194.68,106.614,106207.88,0.31
2194.7,106.619,106212.52,0.31
2194.71,106.624,106217.15,0.31
2194.72,106.629,106221.78,0.31
2194.74,106.634,106226.39,0.31
2194.75,106.639,106231.01,0.31
2194.77,106.644,106235.6,0.31
2194.78,106.649,106240.19,0.31
2194.79,106.654,106244.79,0.31
2194.81,106.659,106249.39,0.31
2194.82,106.664,106253.99,0.31
2194.83,106.669,106258.58,0.31
2194.85,106.674,106263.17,0.31
2194.86,106.679,106267.81,0.31
2194.88,106.684,106272.74,0.31
2194.89,106.689,106277.42,0.31
2194.9,106.694,106282,0.31
2194.92,106.699,106286.57,0.31
2194.93,106.704,106291.14,0.31
2194.95,106.709,106295.71,0.31
2194.96,106.714,106300.27,0.31
2194.97,106.719,106305.04,0.31
2194.99,106.724,106309.82,0.31
2195,106.729,106314.43,0.31
2195.01,106.734,106318.98,0.31
2195.03,106.739,106323.52,0.31
2195.04,106.744,106328.1,0.31
2195.06,106.749,106332.97,0.31
2195.07,106.754,106337.63,0.31
2195.08,106.759,106342.17,0.31
2195.09,106.764,106346.7,0.31
2195.1,106.769,106351.23,0.31
2195.11,106.774,106355.83,0.31
2195.13,106.779,106360.57,0.31
2195.14,106.784,106365.3,0.31
2195.15,106.789,106369.88,0.31
2195.16,106.794,106374.44,0.31
2195.17,106.799,106379.19,0.31
2195.19,106.804,106383.93,0.31
2195.2,106.809,106388.59,0.31
2195.21,106.814,106393.17,0.31
2195.22,106.819,106397.9,0.31
2195.23,106.824,106402.65,0.31
2195.24,106.829,106407.41,0.31
2195.26,106.834,106412.16,0.31
2195.27,106.839,106416.92,0.31
2195.28,106.844,106421.54,0.31
2195.29,106.849,106426.14,0.31
2195.3,106.854,106430.92,0.31
2195.31,106.859,106435.71,0.31
2195.33,106.864,106440.55,0.31
2195.34,106.869,106445.45,0.31
2195.35,106.874,106450.11,0.31
2195.36,106.879,106454.76,0.31
2195.37,106.884,106459.58,0.31
2195.39,106.889,106464.42,0.31
2195.4,106.894,106469.32,0.31
2195.41,106.899,106474.27,0.31
2195.42,106.904,106478.97,0.31
2195.43,106.909,106483.71,0.31
2195.44,106.914,106488.69,0.31
2195.46,106.919,106493.64,0.31
2195.47,106.924,106498.54,0.31
2195.48,106.929,106503.45,0.31
2195.49,106.934,106508.47,0.31
2195.5,106.939,106513.43,0.31
2195.52,106.944,106518.21,0.31
2195.53,106.949,106523.15,0.31
2195.54,106.954,106528.21,0.31
2195.55,106.959,106533.21,0.31
2195.56,106.964,106538.19,0.31
2195.57,106.969,106543.22,0.31
2195.59,106.974,106548.34,0.31
2195.6,106.979,106553.26,0.31
2195.61,106.984,106558.1,0.31
2195.62,106.989,106563.19,0.31
2195.63,106.994,106568.32,0.31
2195.64,106.999,106573.39,0.31
2195.65,107.004,106578.48,0.31
2195.66,107.009,106583.61,0.31
2195.67,107.014,106588.82,0.31
2195.69,107.019,106594.03,0.3
2195.7,107.024,106599.27,0.3
2195.71,107.029,106604.48,0.3
2195.72,107.034,106609.67,0.3
2195.73,107.039,106614.87,0.3
2195.74,107.044,106620.19,0.3
2195.75,107.049,106625.51,0.3
2195.76,107.054,106630.59,0.3
2195.77,107.059,106635.74,0.3
2195.78,107.064,106641.13,0.3
2195.79,107.069,106646.52,0.3
2195.81,107.074,106651.87,0.3
2195.82,107.079,106657.24,0.3
2195.83,107.084,106662.69,0.3
2195.84,107.089,106668.17,0.3
2195.85,107.094,106673.47,0.3
2195.86,107.099,106678.7,0.3
2195.87,107.104,106684.25,0.3
2195.88,107.109,106689.79,0.3
2195.89,107.114,106695.29,0.3
2195.9,107.119,106700.78,0.3
2195.91,107.124,106706.35,0.3
2195.93,107.129,106711.99,0.3
2195.94,107.134,106717.49,0.3
2195.95,107.139,106722.87,0.3
2195.96,107.144,106728.49,0.3
2195.97,107.149,106734.2,0.3
2195.98,107.154,106739.92,0.3
2195.99,107.159,106745.67,0.3
2196,107.164,106751.18,0.3
2196.01,107.169,106756.75,0.29
2196.02,107.174,106762.48,0.29
2196.03,107.179,106768.22,0.29
2196.05,107.184,106774.06,0.29
2196.06,107.189,106779.93,0.29
2196.07,107.194,106785.63,0.29
2196.08,107.199,106791.26,0.29
2196.09,107.204,106797.16,0.29
2196.1,107.209,106803.09,0.29
2196.11,107.214,106808.76,0.29
2196.12,107.219,106814.53,0.29
2196.13,107.224,106820.5,0.29
2196.14,107.229,106826.49,0.29
2196.15,107.234,106832.4,0.29
2196.17,107.239,106838.35,0.29
2196.18,107.244,106844.18,0.28
2196.19,107.249,106849.95,0.28
