# DESCRIPTION:
# Reference: Hodell, DA; Channell, JET (2016): Mode transitions in Northern Hemisphere glaciation: co-evolution of millennial and orbital variability in Quaternary climate. Climate of the Past, 12(9), 1805-1828, https://doi.org/10.5194/cp-12-1805-2016
# Data from: https://doi.org/10.1594/PANGAEA.871936. Accessed 11 Nov 2022.
# Comment: Cibicidoides sp. δ18O and Cibicidoides sp. δ13C include C. kullenbergi and C. wuellerstorfi, which are listed as separate variables in the original dataset.

Depth cr mean [rmcd],Age [ka BP],Cibicidoides sp. δ18O [‰ PDB],Cibicidoides sp. δ13C [‰ PDB]
70.49,1032.94,3.42,0.09
70.51,1033.25,3.49,0.13
70.53,1033.57,3.52,0.3
70.55,1033.88,3.64,-0.03
70.57,1034.19,3.58,0.35
70.59,1034.51,3.86,0.38
70.61,1034.82,3.8,0.38
70.63,1035.13,3.91,0.09
70.65,1035.45,3.79,0.1
70.67,1035.76,3.83,0.33
70.69,1036.07,3.93,0.64
70.71,1036.39,3.78,-0.34
70.73,1036.7,3.86,0.06
70.75,1037.01,3.64,0.27
70.77,1037.33,3.93,0.08
70.79,1037.64,3.71,0.03
70.81,1037.95,3.61,0.56
70.83,1038.27,4.07,0.35
70.85,1038.58,4.15,0.42
70.87,1038.89,3.98,0.29
70.89,1039.2,3.87,0.25
70.91,1039.52,4.02,0.21
70.93,1039.83,3.66,0.45
70.95,1040.14,3.84,0.23
70.97,1040.46,3.82,0.12
70.99,1040.77,3.84,0.28
71.01,1041.08,4.15,-0.01
71.03,1041.4,3.79,0.29
71.05,1041.71,3.74,0.08
71.07,1042.02,3.93,0.63
71.09,1042.34,3.93,0.45
71.11,1042.65,3.83,0.18
71.13,1042.96,3.77,0.3
71.15,1043.28,3.98,0.22
71.17,1043.59,3.98,0.22
71.19,1043.9,4.04,-0.04
71.21,1044.22,3.98,0.55
71.23,1044.53,3.93,0.79
71.25,1044.84,3.93,0.47
71.27,1045.16,4.04,0.52
71.29,1045.47,3.99,0.47
71.31,1045.78,3.92,0.41
71.33,1046.1,4.09,-0.12
71.35,1046.41,3.96,0.37
71.37,1046.72,4.08,0.24
71.39,1047.04,3.83,0.63
71.41,1047.35,4.01,-0.13
71.43,1047.66,3.86,0.26
71.45,1047.98,4.02,-0.03
71.47,1048.29,4.02,0.36
71.49,1048.6,4,0.41
71.51,1048.92,4.03,0.1
71.53,1049.23,3.94,-0.01
71.55,1049.54,3.96,-0.06
71.57,1049.86,3.96,0.17
71.59,1050.17,4.16,0.15
71.61,1050.48,3.99,0.31
71.63,1050.8,3.82,-0.09
71.65,1051.11,3.7,-0.07
71.67,1051.42,3.7,-0.12
71.69,1051.73,3.9,0.15
71.71,1052.05,3.91,0.25
71.73,1052.36,3.68,-0.1
71.75,1052.67,3.89,0.04
71.77,1052.99,3.81,-0.02
71.79,1053.3,3.57,0.15
71.81,1053.61,3.94,-0.18
71.83,1053.93,3.74,-0.29
71.85,1054.24,3.75,-0.56
71.87,1054.55,3.89,-0.44
71.89,1054.87,3.69,-0.23
71.91,1055.18,3.6,-0.57
71.93,1055.49,3.77,-0.11
71.95,1055.81,3.75,-0.37
71.97,1056.12,3.74,-0.62
71.99,1056.43,3.66,-0.2
72.01,1056.75,3.69,-0.32
72.03,1057.06,3.72,-0.26
72.05,1057.37,3.76,0.13
72.07,1057.69,3.91,-0.26
72.09,1058,3.85,-0.23
72.11,1058.34,3.74,0.13
72.13,1058.69,3.77,-0.23
72.19,1059.71,3.53,0.06
72.21,1060.06,3.21,0.5
72.23,1060.4,3.35,0.02
72.25,1060.74,3.12,0.5
72.27,1061.09,3.14,0.6
72.29,1061.43,2.89,0.82
72.31,1061.77,3.03,0.79
72.33,1062.11,3.02,0.38
72.35,1062.46,2.8,0.9
72.37,1062.8,3.14,0.5
72.39,1063.14,3.02,0.97
72.41,1063.49,3.06,0.83
72.43,1063.83,2.94,0.91
72.45,1064.17,2.79,0.91
72.47,1064.51,2.86,0.85
72.49,1064.86,2.98,0.72
72.51,1065.2,2.86,1.04
72.53,1065.54,2.75,0.32
72.57,1066.23,2.85,1
72.59,1066.57,2.78,0.94
72.61,1066.91,2.78,0.93
72.63,1067.26,2.8,0.97
72.65,1067.6,2.88,0.05
72.71,1068.63,2.76,0.94
72.73,1068.97,2.68,0.87
72.75,1069.31,2.67,0.82
72.77,1069.66,2.61,0.88
72.79,1070,2.61,0.75
72.83,1070.25,2.71,0.4
72.87,1070.5,2.77,0.96
72.89,1070.63,2.65,0.79
72.91,1070.75,2.61,0.79
72.93,1070.88,2.68,0.77
72.95,1071,2.66,0.8
72.97,1071.13,2.62,0.79
72.99,1071.25,2.79,0.72
73.01,1071.38,2.83,0.9
73.03,1071.5,2.58,0.82
73.07,1071.75,2.77,0.4
73.09,1071.88,2.62,0.34
73.11,1072,2.87,0.75
73.13,1072.13,2.77,0.77
73.15,1072.25,2.76,0.87
73.17,1072.38,2.71,0.88
73.19,1072.5,2.77,0.49
73.21,1072.63,2.7,0.83
73.23,1072.75,2.87,0.69
73.25,1072.88,2.98,0.71
73.27,1073,2.99,0.5
73.29,1073.13,2.8,0.39
73.31,1073.25,2.82,0.27
73.33,1073.38,2.77,0.84
73.35,1073.5,2.79,0.96
73.39,1073.75,2.78,-0.22
73.41,1073.88,2.82,0.56
73.43,1074,2.71,0.64
73.45,1074.13,2.77,0.58
73.47,1074.25,2.87,0.62
73.49,1074.38,2.87,0.88
73.51,1074.5,2.78,0.71
73.53,1074.63,2.7,0.61
73.55,1074.75,2.75,0.62
73.57,1074.88,2.74,0.7
73.59,1075,2.66,0.71
73.61,1075.13,2.61,0.21
73.63,1075.25,2.9,-0.35
73.65,1075.38,2.81,0.54
73.67,1075.5,2.85,0.75
73.69,1075.63,2.85,0.7
73.71,1075.75,2.85,1.21
73.73,1075.88,2.75,0.91
73.75,1076,2.93,0.97
73.77,1076.13,2.9,0.85
73.79,1076.25,2.96,0.76
73.81,1076.38,2.81,0.87
73.83,1076.5,2.83,0.3
73.85,1076.63,2.78,0.74
73.87,1076.75,2.9,0.93
73.9,1076.94,2.91,1.01
73.93,1077.13,3.05,0.35
73.97,1077.38,2.99,0.55
74.03,1077.75,2.98,0.72
74.05,1077.88,3.02,0.72
74.07,1078,2.9,0.73
74.09,1078.13,3.13,-0.02
74.11,1078.25,3.02,0.67
74.13,1078.38,3.02,0.81
74.15,1078.5,3.04,0.83
74.17,1078.63,3.15,0.09
74.19,1078.75,2.96,0.34
74.21,1078.88,3.01,0.66
74.23,1079,3.14,0.07
74.25,1079.13,3.08,0.61
74.27,1079.25,3.07,0.57
74.29,1079.38,2.96,0.93
74.31,1079.5,3.02,0.38
74.33,1079.63,3.12,0.67
74.35,1079.75,2.98,0.74
74.37,1079.88,3.06,0.4
74.39,1080,3.04,0.09
74.41,1080.13,3.1,0.58
74.43,1080.25,3.09,0.82
74.49,1080.63,3.03,0.67
74.51,1080.75,3.09,0.37
74.53,1080.88,3.27,0.63
74.55,1081,3.12,0.32
74.57,1081.13,3.12,0.03
74.59,1081.25,3.14,0.65
74.61,1081.38,3.12,0.55
74.65,1081.63,3.1,0.38
74.67,1081.75,3.02,0.93
74.69,1081.88,3.08,0.42
74.71,1082,3.03,0.57
74.74,1082.19,3.11,0.74
74.77,1082.38,3.01,0.11
74.81,1082.63,3.07,0.34
74.83,1082.75,3.06,-0.24
74.85,1082.88,3.06,0.36
74.87,1083,3.13,-0.02
74.91,1083.25,3.13,0.87
74.93,1083.38,3.2,0.47
74.95,1083.5,3.06,0.52
75.01,1083.88,3.1,0.7
75.03,1084,3.15,0.68
75.05,1084.13,3.12,0.6
75.07,1084.25,2.96,0.75
75.09,1084.38,3.11,0.05
75.11,1084.5,3.07,0.52
75.14,1084.69,3.13,0.69
75.17,1084.88,3.17,0.48
75.19,1085,3.23,0.71
75.21,1085.13,3.13,0
75.23,1085.25,3.08,0.66
75.25,1085.38,3.11,0.69
75.27,1085.5,3.13,0.37
75.29,1085.63,3.12,0.45
75.31,1085.75,3.1,0.7
75.33,1085.88,3.17,0.52
75.35,1086,3.18,0.5
75.37,1086.13,3.18,0.3
75.41,1086.38,3.15,0.64
75.43,1086.5,3.14,0.51
75.45,1086.63,3.22,-0.45
75.47,1086.75,3.17,0.49
75.49,1086.88,3.08,0.63
75.51,1087,3.12,0.07
75.53,1087.13,3.23,0.64
75.55,1087.25,3.25,0.22
75.57,1087.38,3.18,0.12
75.59,1087.5,3.17,0.43
75.61,1087.63,3.22,0.77
75.63,1087.75,3.17,0
75.65,1087.88,3.26,0.78
75.67,1088,3.12,0.67
75.69,1088.13,3.26,0.72
75.71,1088.25,3.28,0.68
75.73,1088.38,3.24,0.34
75.75,1088.5,3.3,0.76
75.79,1088.75,3.27,0.67
75.81,1088.88,3.22,0.89
75.83,1089,3.34,0.04
75.85,1089.13,3.27,0.52
75.87,1089.25,3.28,0.56
75.89,1089.38,3.2,0.6
75.91,1089.5,3.21,0.64
75.93,1089.63,3.3,0.46
75.95,1089.75,3.17,0.58
75.97,1089.88,3.18,0.49
75.99,1090,3.25,0.67
76.01,1090.13,3.29,0.64
76.03,1090.25,3.33,0.83
76.05,1090.38,3.5,0.8
76.07,1090.5,3.34,0.38
76.09,1090.63,3.18,0.74
76.11,1090.75,3.2,0.56
76.15,1091,3.36,0.53
76.17,1091.13,3.25,0.62
76.19,1091.25,3.31,0.74
76.21,1091.38,3.35,0.43
76.23,1091.5,3.31,0.56
76.25,1091.63,3.41,0.74
76.27,1091.75,3.29,0.74
76.29,1091.88,3.28,0.4
76.31,1092,3.35,0.77
76.33,1092.13,3.33,0.91
76.35,1092.25,3.3,0.67
76.37,1092.38,3.4,0.75
76.39,1092.5,3.28,0.64
76.41,1092.63,3.28,0.57
76.43,1092.75,3.35,0.22
76.45,1092.88,3.36,0.59
76.47,1093,3.43,0.57
76.49,1093.13,3.48,0.69
76.51,1093.25,3.41,-0.24
76.53,1093.38,3.39,0.76
76.55,1093.5,3.39,0.83
76.57,1093.63,3.41,0.63
76.59,1093.75,3.55,0.43
76.61,1093.88,3.42,0.37
76.63,1094,3.53,0.57
76.65,1094.13,3.57,-0.06
76.67,1094.25,3.46,0.69
76.69,1094.38,3.41,0.37
76.71,1094.5,3.43,0.51
76.73,1094.63,3.49,0.45
76.75,1094.75,3.42,0.52
76.77,1094.88,3.59,0.5
76.79,1095,3.48,0.19
76.81,1095.13,3.83,0.37
76.83,1095.25,3.5,0.2
76.85,1095.38,3.38,0.35
76.87,1095.5,3.52,0.26
76.89,1095.63,3.58,-0.01
76.91,1095.75,3.57,0.05
76.93,1095.88,3.63,0.46
76.95,1096,3.75,-0.43
76.97,1096.13,3.67,0.11
76.99,1096.25,3.82,-0.13
77.01,1096.38,3.77,0.41
77.03,1096.5,3.58,-0.03
77.05,1096.63,3.52,-0.08
77.15,1097.25,3.9,-0.24
77.17,1097.38,3.78,-0.18
77.19,1097.5,3.82,-0.11
77.21,1097.63,3.95,-0.2
77.23,1097.75,3.93,-0.4
77.25,1097.88,3.69,-0.01
77.27,1098,3.77,0.28
77.29,1098.2,3.78,0.16
77.33,1098.6,3.81,0.4
77.36,1098.9,3.67,0.07
77.46,1099.9,3.57,-0.54
77.49,1100.2,3.5,0.27
77.51,1100.4,3.56,0.37
77.53,1100.6,3.53,0.26
77.55,1100.8,3.64,0.42
77.57,1101,3.56,0.16
77.59,1101.2,3.55,0.43
77.61,1101.4,3.51,0.47
77.63,1101.6,3.45,0.43
77.66,1101.9,3.54,0.43
77.69,1102.2,3.59,0.5
77.71,1102.4,3.59,0.57
77.73,1102.6,3.66,0.42
77.75,1102.8,3.59,0.4
77.77,1103,3.58,0.08
77.79,1103.2,3.17,0.52
77.81,1103.4,3.21,0.86
77.83,1103.6,3.23,0.68
77.85,1103.8,3.14,0.64
77.87,1104,3.39,1.05
77.91,1104.4,3.21,0.84
77.93,1104.6,3.14,0.64
77.95,1104.8,3.11,0.48
77.97,1105,3.38,0.63
78.02,1105.5,2.75,0.63
78.1,1106.3,2.95,0.09
78.16,1106.9,3.09,0.13
78.27,1108,2.63,0.77
78.33,1108.62,2.99,0.58
78.36,1108.93,3.01,0.45
78.39,1109.24,2.87,0.85
78.41,1109.45,3.08,-0.14
78.43,1109.66,2.92,0.8
78.45,1109.86,3.01,-0.03
78.47,1110.07,3.08,0.71
78.49,1110.28,3.03,0.56
78.53,1110.69,3.05,0.71
78.55,1110.9,2.98,0.63
78.57,1111.1,3,0.64
78.59,1111.31,3.01,0.36
78.61,1111.52,3.24,0.51
78.63,1111.72,2.91,0.85
78.65,1111.93,3.09,0.92
78.67,1112.14,3.14,0.9
78.69,1112.34,3.19,0.76
78.71,1112.55,3.26,-0.35
78.73,1112.76,3.15,0.55
78.75,1112.97,3.21,0.74
78.77,1113.17,3.2,0.36
78.79,1113.38,3.08,0.6
78.81,1113.59,3.26,0.63
78.83,1113.79,3.2,0.8
78.85,1114,3.34,0.81
78.87,1114.21,3.33,0.23
78.89,1114.41,3.36,0.35
78.91,1114.62,3.33,0.16
78.93,1114.83,3.39,-0.05
78.95,1115.03,3.31,0.12
78.97,1115.24,3.3,0.47
78.99,1115.45,3.35,0.67
79.01,1115.66,3.39,0.08
79.03,1115.86,3.44,0.19
79.05,1116.07,3.54,0.67
79.08,1116.38,3.55,0.24
79.11,1116.69,3.46,0.23
79.13,1116.9,3.61,0.57
79.15,1117.1,3.52,0.43
79.17,1117.31,3.64,0.49
79.19,1117.52,3.7,0.37
79.21,1117.72,3.67,0.28
79.23,1117.93,3.68,-0.32
79.25,1118.14,3.75,-0.12
79.28,1118.45,3.68,0.24
79.31,1118.76,3.64,0.41
79.33,1118.97,3.55,0.57
79.35,1119.17,3.66,-0.33
79.37,1119.38,3.62,0.28
79.39,1119.59,3.64,0.55
79.41,1119.79,3.72,0.09
79.43,1120,3.68,0.12
79.45,1120.21,3.83,-0.44
79.55,1121.24,3.85,-0.9
79.59,1121.66,4.06,-0.34
79.61,1121.86,4.03,-0.58
79.63,1122.07,4.14,-0.28
79.65,1122.28,4.24,-0.35
79.67,1122.48,4.3,-0.34
79.69,1122.69,4.22,-0.28
79.73,1123.1,4.22,-0.3
79.75,1123.31,4.24,0.12
79.77,1123.52,4.07,0.26
79.81,1123.93,3.68,-0.09
79.85,1124.34,3.93,0.44
79.89,1124.76,4,-0.29
79.93,1125.17,4.23,-0.17
79.95,1125.38,4.09,-0.34
79.97,1125.59,4.14,-0.15
80.01,1126,4.2,-0.14
80.03,1126.16,4.12,-0.11
80.09,1126.63,3.99,-0.19
80.13,1126.95,3.98,-0.1
80.15,1127.11,3.91,0.03
80.34,1128.61,3.7,-0.23
80.37,1128.84,3.8,-0.15
80.39,1129,3.81,-0.07
80.41,1129.16,3.87,-0.3
80.43,1129.32,3.9,-0.22
80.45,1129.47,3.81,0.39
80.47,1129.63,3.67,0.1
80.5,1129.87,3.68,0.54
80.53,1130.11,3.67,0.22
80.55,1130.26,3.65,0.28
80.57,1130.42,3.79,0.32
80.59,1130.58,3.5,0.23
80.61,1130.74,3.53,0.04
80.63,1130.89,3.41,0.7
80.66,1131.13,3.37,0.44
80.69,1131.37,3.48,0.34
80.71,1131.53,3.07,0.07
80.73,1131.68,3.44,0.39
80.75,1131.84,3.43,0.57
80.77,1132,3.14,-0.07
80.97,1134.57,3.6,0.31
80.99,1134.83,3.58,0.14
81.01,1135.09,3.84,-0.05
81.03,1135.34,3.7,0.16
81.05,1135.6,3.58,-0.08
81.07,1135.86,3.45,0.64
81.09,1136.11,3.76,0.26
81.11,1136.37,3.45,0.75
81.13,1136.63,3.25,-0.22
81.15,1136.88,3.39,0.16
81.17,1137.14,3.36,0
81.19,1137.4,3.29,0.42
81.21,1137.66,3.36,0.45
81.23,1137.91,3.84,0.32
81.25,1138.17,3.77,0.36
81.27,1138.43,3.46,0.15
81.29,1138.68,3.41,0.46
81.31,1138.94,3.29,0.71
81.33,1139.2,3.19,0.62
81.35,1139.46,3.4,0.78
81.37,1139.71,3.27,0.72
81.39,1139.97,3.29,0.03
81.41,1140.23,3.18,-0.05
81.43,1140.48,3.34,0.75
81.45,1140.74,3.13,0.43
81.47,1141,3.12,0.5
81.53,1141.77,3.34,0.8
81.55,1142.03,3.42,0.6
81.57,1142.28,3.32,0.56
81.61,1142.8,3.51,0.5
81.63,1143.05,3.33,1.01
81.67,1143.57,3.34,0.23
81.69,1143.83,3.4,0.08
81.71,1144.08,3.21,0.56
81.75,1144.6,3.22,0.78
81.77,1144.85,3.17,0.93
81.79,1145.11,3.15,0.36
81.81,1145.37,3.24,1.02
81.83,1145.63,3.14,0.63
81.85,1145.88,3.28,0.99
81.87,1146.14,3.22,0.1
81.89,1146.4,3.05,0.91
81.91,1146.65,3.1,0.42
81.93,1146.91,3.03,0.84
81.95,1147.17,2.99,0.76
81.97,1147.43,3.12,0.95
81.99,1147.68,3.11,1.03
82.01,1147.94,3.11,1.03
82.03,1148.2,3.14,0.92
82.05,1148.45,3.09,0.94
82.07,1148.71,3.07,0.83
82.09,1148.97,3.04,1.18
82.11,1149.22,3.1,0.94
82.13,1149.48,2.99,0.93
82.15,1149.74,3.12,1.03
82.17,1150,3.05,1.07
82.19,1150.25,2.89,0.99
82.21,1150.51,2.91,1.13
82.23,1150.77,2.89,1.09
82.25,1151.02,3.01,1.06
82.27,1151.28,2.99,0.43
82.29,1151.54,3.02,1.17
82.31,1151.8,3,0.92
82.31,1151.8,3.03,1.09
82.33,1152.05,3.11,0.94
82.33,1152.05,3.01,0.9
82.35,1152.31,3.01,0.8
82.35,1152.31,3,1.13
82.37,1152.57,2.9,1.17
82.37,1152.57,3.08,0.55
82.39,1152.82,3.06,1
82.41,1153.08,3.1,0.97
82.47,1153.85,3.02,0.97
82.49,1154.11,3.05,0.95
82.51,1154.37,3.01,0.81
82.53,1154.62,2.98,0.93
82.55,1154.88,3.03,1.1
82.57,1155.14,2.93,0.58
82.59,1155.4,3,1.05
82.61,1155.65,3.02,0.86
82.63,1155.91,2.98,0.96
82.65,1156.17,3.06,1.18
82.67,1156.42,3,0.21
82.69,1156.68,2.92,1.01
82.71,1156.94,2.96,0.73
82.73,1157.19,2.82,0.93
82.75,1157.45,2.98,0.86
82.77,1157.71,2.89,1.05
82.79,1157.97,2.91,0.96
82.81,1158.22,3.03,0.74
82.83,1158.48,3,0.67
82.85,1158.74,2.97,0.45
82.87,1158.99,3.08,0.94
82.89,1159.25,2.92,1.09
82.91,1159.51,3,0.23
82.93,1159.77,2.93,0.73
82.97,1160.28,2.99,1.08
82.99,1160.54,3.08,0.95
83.01,1160.79,3.03,0.25
83.03,1161.05,2.92,0.98
83.06,1161.44,3.04,0.59
83.09,1161.82,3.07,0.65
83.11,1162.08,3.04,0.09
83.13,1162.34,3.02,0.96
83.15,1162.59,3.03,0.23
83.17,1162.85,2.88,0.1
83.19,1163.11,3.09,0.56
83.21,1163.36,2.99,0.92
83.23,1163.62,3.03,0.61
83.25,1163.88,3,0.95
83.27,1164.14,3.11,1.11
83.29,1164.39,3.07,0.51
83.31,1164.65,3.04,0.22
83.33,1164.91,3.01,0.99
83.35,1165.16,3.06,0.83
83.37,1165.42,3.2,0.35
83.39,1165.68,3.19,0.2
83.41,1165.94,3.08,0.42
83.43,1166.19,3.2,0.42
83.45,1166.45,3.14,0.76
83.47,1166.71,3.11,0.79
83.49,1166.96,3.06,0.39
83.51,1167.22,3.08,0.55
83.53,1167.48,3.01,0.69
83.55,1167.74,3.11,-0.1
83.57,1167.99,3.19,0.25
83.59,1168.25,3.22,0.79
83.61,1168.51,3.07,0.58
83.63,1168.76,3.08,0.83
83.65,1169.02,3.32,0.45
83.67,1169.28,3.12,0.85
83.69,1169.53,3.11,0.83
83.71,1169.79,3.12,0.59
83.73,1170.05,3.2,0.13
83.75,1170.31,3,0.82
83.77,1170.56,3.21,-0.18
83.79,1170.82,3.12,0.41
83.83,1171.33,3.06,0.63
83.89,1172.11,3.12,0.98
83.91,1172.36,3.02,-0.3
83.93,1172.62,3.01,0.1
83.95,1172.88,3.1,-0.29
83.97,1173.13,2.89,0.9
83.99,1173.39,3.04,0.65
84.01,1173.65,3.02,0.66
84.05,1174.16,3.15,0.72
84.09,1174.68,3.11,-0.16
84.11,1174.93,3.11,0.62
84.13,1175.19,3.15,0.71
84.15,1175.45,3,0.69
84.21,1176.22,3.04,0.53
84.23,1176.48,3.14,0.89
84.27,1176.99,2.98,0.94
84.29,1177.25,3.03,0.69
84.33,1177.76,3.05,0.87
84.35,1178.02,3.1,0.86
84.37,1178.28,2.99,0.81
84.39,1178.53,3.1,0.79
84.41,1178.79,3.11,0.98
84.43,1179.05,3.13,0.94
84.45,1179.3,3.07,0.83
84.47,1179.56,3.22,0.96
84.49,1179.82,3.11,1.11
84.51,1180.08,3.19,0.9
84.53,1180.33,3.09,0.89
84.55,1180.59,3.12,0.37
84.57,1180.85,3.19,0.9
84.59,1181.1,3.15,0.56
84.61,1181.36,3.16,0.97
84.63,1181.62,3.12,0.75
84.65,1181.88,3.23,0.88
84.67,1182.13,3.32,0.35
84.69,1182.39,3.14,0.83
84.71,1182.65,3.1,0.61
84.73,1182.9,3.17,0.6
84.75,1183.16,3.16,0.94
84.77,1183.42,3.24,0.78
84.81,1183.93,3.12,0.79
84.83,1184.19,3.2,0.83
84.85,1184.45,3.19,0.35
84.87,1184.7,3.14,0.82
84.89,1184.96,3.22,0.13
84.91,1185.22,3.11,0.73
84.93,1185.47,3.13,0.72
84.95,1185.73,3.22,0.76
84.97,1185.99,3.14,0.75
84.99,1186.25,3.13,0.79
85.01,1186.5,3.17,0.53
85.03,1186.76,3.19,0.81
85.05,1187.02,3.12,0.95
85.07,1187.27,3.08,0.8
85.09,1187.53,3.08,0.6
85.11,1187.79,3.07,0.69
85.13,1188.05,3.12,0.82
85.15,1188.3,3.16,0.47
85.17,1188.56,3.16,0.74
85.19,1188.82,3.13,0.58
85.21,1189.07,3.08,0.33
85.23,1189.33,3.12,0.16
85.25,1189.59,3.13,0.69
85.27,1189.84,3.24,0.25
85.29,1190.1,3.14,0.84
85.31,1190.36,3.09,0.13
85.33,1190.62,3.15,0.63
85.35,1190.87,3.23,0.5
85.37,1191.13,3.22,0.71
85.39,1191.39,3.23,0.5
85.41,1191.64,3.23,0.38
85.43,1191.9,3.6,0.57
85.45,1192.16,3.33,0.17
85.47,1192.42,3.44,-0.22
85.49,1192.67,3.39,0.44
85.51,1192.93,3.82,0.04
85.53,1193.19,3.7,0.04
85.55,1193.44,3.83,-0.04
85.57,1193.7,3.6,-0.14
85.59,1193.96,3.86,0.03
85.61,1194.22,3.91,0
85.63,1194.47,3.74,0.5
85.65,1194.73,3.9,0.28
85.67,1194.99,4.02,0.52
85.69,1195.24,3.89,0.61
85.71,1195.5,3.9,0.65
85.73,1195.76,3.98,0.08
85.75,1196.02,3.87,0.2
85.77,1196.27,3.87,0.52
85.79,1196.53,3.92,0.49
85.81,1196.79,3.97,0.6
85.83,1197.04,4.11,0.4
85.85,1197.3,4.11,0.36
85.87,1197.56,4.07,0.5
85.89,1197.81,3.92,0.4
85.91,1198.07,4.12,-0.23
85.93,1198.33,4.33,0.03
85.96,1198.71,4.22,0.27
86,1199.23,4.19,0.08
86.03,1199.61,4.09,0.2
86.05,1199.87,4.27,0.04
86.11,1200.76,4.25,-0.08
86.13,1201.06,4.26,0.6
86.15,1201.36,4.1,0.13
86.17,1201.66,4.17,0.11
86.19,1201.97,4.16,0.18
86.21,1202.27,4.11,0.41
86.23,1202.57,4.29,-0.87
86.25,1202.87,4.17,0.27
86.27,1203.18,4.19,-0.04
86.29,1203.48,4.04,0.37
86.31,1203.78,4.06,0.22
86.33,1204.08,4.09,0.56
86.37,1204.69,4.12,-0.16
86.39,1204.99,3.99,0.04
86.41,1205.29,4.05,0.18
86.43,1205.6,4.17,0.06
86.45,1205.9,3.96,0.11
86.47,1206.2,3.95,0.29
86.49,1206.5,4.01,0.46
86.51,1206.81,3.91,0.03
86.53,1207.11,3.92,0.12
86.55,1207.41,4.04,0.54
86.59,1208.02,4.02,0.12
86.61,1208.32,4.08,0.18
86.63,1208.62,4.09,0.23
86.65,1208.92,4.01,-0.22
86.67,1209.23,4.13,0.03
86.69,1209.53,4.05,-0.17
86.71,1209.83,3.96,-0.07
86.73,1210.13,4.11,-0.56
86.75,1210.44,3.98,-0.03
86.77,1210.74,3.98,-0.32
86.79,1211.04,4.07,0.11
86.81,1211.34,4.04,-0.49
86.83,1211.65,4.06,-0.14
86.85,1211.95,3.89,0.21
86.87,1212.25,3.97,-0.37
86.89,1212.55,3.91,0.1
86.91,1212.86,3.82,0.22
86.93,1213.16,3.88,0.39
86.95,1213.46,3.84,0.25
87.02,1214.52,3.61,0.06
87.08,1215.43,3.4,0.57
87.12,1216.03,3.59,-0.06
87.14,1216.34,3.35,0.66
87.16,1216.64,3.4,0.58
87.18,1216.94,3.44,0.03
87.2,1217.24,3.35,0.17
87.23,1217.7,3.47,0.15
87.26,1218.12,3.12,0.42
87.31,1218.71,3.62,-0.57
87.34,1219.06,3.66,-0.19
87.36,1219.29,3.72,-0.11
87.38,1219.53,3.77,0.05
87.4,1219.76,3.62,-0.09
87.42,1220,3.55,0.6
87.46,1220.47,3.81,0.13
87.48,1220.71,3.46,0.63
87.5,1220.94,3.26,-0.13
87.52,1221.18,3.65,0.25
87.55,1221.53,3.37,-0.43
87.61,1222.24,3.61,-0.09
87.64,1222.59,3.66,0.13
87.66,1222.83,3.76,-0.25
87.68,1223.07,3.45,0.33
87.7,1223.31,3.11,0.24
87.72,1223.54,3.45,0.17
87.74,1223.78,3.25,0.57
87.76,1224.02,3.07,0.99
87.78,1224.25,3.2,0.7
87.8,1224.49,3.34,0.53
87.82,1224.73,3.19,-0.02
87.84,1224.97,3.24,0.35
87.9,1225.68,2.77,0.48
87.92,1225.92,3,-0.16
87.94,1226.15,2.88,0.43
87.96,1226.39,3.17,0.26
87.98,1226.63,2.75,0.87
88,1226.86,2.98,0.85
88.02,1227.1,2.74,0.81
88.04,1227.34,2.74,1.08
88.06,1227.58,2.92,0.9
88.08,1227.81,2.85,0.81
88.1,1228.05,2.74,0.94
88.12,1228.29,2.72,0.82
88.14,1228.53,2.83,0.95
88.16,1228.76,2.7,0.65
88.18,1229,2.8,0.88
88.2,1229.24,2.67,0.95
88.22,1229.47,2.8,0.92
88.24,1229.71,2.8,0.68
88.26,1229.95,2.76,0.92
88.28,1230.19,2.71,0.82
88.3,1230.42,2.71,0.8
88.32,1230.66,2.73,0.97
88.34,1230.9,2.79,0.95
88.36,1231.14,2.74,0.9
88.38,1231.37,2.81,0.53
88.4,1231.61,2.7,0.94
88.42,1231.85,2.73,0.89
88.44,1232.08,2.71,0.98
88.46,1232.32,2.72,0.81
88.48,1232.56,2.75,0.8
88.5,1232.8,2.8,0.97
88.52,1233.03,2.87,0.95
88.54,1233.27,2.82,0.27
88.57,1233.63,2.79,0.87
88.6,1233.98,2.72,0.88
88.62,1234.22,2.81,1
88.64,1234.46,2.79,0.94
88.66,1234.69,2.77,0.79
88.68,1234.93,2.81,0.64
88.7,1235.17,2.74,0.92
88.72,1235.41,2.82,0.87
88.74,1235.64,2.75,0.81
88.76,1235.88,2.82,0.77
88.78,1236.12,2.85,1.1
88.8,1236.36,2.76,0.88
88.82,1236.59,2.81,0.65
88.84,1236.83,2.83,0.21
88.86,1237.07,2.8,0.93
88.88,1237.31,2.71,0.74
88.9,1237.54,2.74,0.76
88.92,1237.78,2.72,0.69
88.94,1238.02,2.77,0.55
88.97,1238.37,2.83,0.8
89.04,1239.2,2.63,0.59
89.07,1239.56,2.73,0.7
89.1,1239.92,3.16,0.93
89.12,1240.15,2.73,0.65
89.14,1240.39,2.5,0.54
89.17,1240.75,2.83,0.9
