/* DESCRIPTION:
Reference:	Barbante, Carlo; Barnola, Jean-Marc; Becagli, Silvia; Beer, Jürg; Bigler, Matthias; Boutron, Claude F; Blunier, Thomas; Castellano, Emiliano; Cattani, Olivier; Chappellaz, Jérôme A; Dahl-Jensen, Dorthe; Debret, Maxime; Delmonte, Barbara; Dick, Dorothee; Falourd, Sonia; Faria, Sérgio H; Federer, Urs; Fischer, Hubertus; Freitag, Johannes; Frenzel, Andreas; Fritzsche, Diedrich; Fundel, Felix; Gabrielli, Paolo; Gaspari, Vania; Gersonde, Rainer; Graf, Wolfgang; Grigoriev, Dimitri; Hamann, Ilka; Hansson, Margareta E; Hoffmann, Georg; Hutterli, Manuel A; Huybrechts, Philippe; Isaksson, Elisabeth; Johnsen, Sigfús Jóhann; Jouzel, Jean; Kaczmarska, Marzena; Karlin, Torbjörn; Kaufmann, Patrik R; Kipfstuhl, Sepp; Kohno, Mika; Lambert, Fabrice; Lambrecht, Anja; Lambrecht, Astrid; Landais, Amaelle; Lawer, Gunther; Leuenberger, Markus Christian; Littot, Geneviève C; Loulergue, Laetitia; Lüthi, Dieter; Maggi, Valter; Marino, Federica; Masson-Delmotte, Valerie; Meyer, Hanno; Miller, Heinz; Mulvaney, Robert; Narcisi, Biancamaria; Oerlemans, Johannes; Oerter, Hans; Parrenin, Frédéric; Petit, Jean-Robert; Raisbeck, Grant M; Raynaud, Dominique; Röthlisberger, Regine; Ruth, Urs; Rybak, Oleg; Severi, Mirko; Schmitt, Jochen; Schwander, Jakob; Siegenthaler, Urs; Siggaard-Andersen, Marie-Louise; Spahni, Renato; Steffensen, Jørgen Peder; Stenni, Barbara; Stocker, Thomas F; Tison, Jean-Louis; Traversi, Rita; Udisti, Roberto; Valero Delgado, Fernando; van den Broeke, Michiel R; van de Wal, Roderik S W; Wagenbach, Dietmar; Wegner, Anna; Weiler, Karin; Wilhelms, Frank; Winther, Jan-Gunnar; Wolff, Eric W (2006): One-to-one coupling of glacial climate variability in Greenland and Antarctica. Nature, 444, 195-198, https://doi.org/10.1038/nature05301
Data from:	https://doi.org/10.1594/PANGAEA.754444. Accessed 22 Nov 2022.
Comment:	Several variables from the original dataset are not included here.
*/
Age [ka BP]	δ18O H2O [‰ SMOW]	Altitude cor [m] (Altitude difference for EDML ...)
58.742	-46.67	6.33
58.7685	-47.83	6.35
58.795	-46.87	6.6
58.8215	-47.14	6.86
58.8485	-47.16	7.11
58.876	-47.65	7.35
58.9035	-47.48	7.59
58.9305	-47.33	7.83
58.9575	-46.95	8.06
58.9845	-47.87	8.27
59.0115	-47.3	8.48
59.038	-47.3	8.69
59.0645	-46.52	8.95
59.091	-46.49	9.21
59.117	-47.06	9.47
59.144	-47.62	9.74
59.1725	-47.66	10.03
59.2	-47.44	10.32
59.2255	-46.98	10.61
59.2515	-47.23	10.9
59.2785	-47.77	11.2
59.3065	-46.24	11.49
59.3355	-47.22	11.79
59.364	-47.14	12.1
59.3925	-47.76	12.41
59.42	-47.27	12.72
59.4465	-46.81	12.88
59.4735	-47.61	13.04
59.5005	-47.71	13.21
59.528	-47.67	13.37
59.556	-47.84	13.54
59.584	-47.09	13.7
59.6115	-47.28	13.86
59.6395	-47.28	14.08
59.668	-47.01	14.3
59.697	-47.93	14.52
59.7265	-47.18	14.74
59.754	-47.02	14.96
59.7805	-47.33	15.18
59.807	-47.52	15.4
59.8325	-47.39	15.6
59.8585	-47.88	15.8
59.885	-47.02	16
59.9115	-47.82	16.18
59.9385	-48.34	16.36
59.966	-47.95	16.53
59.994	-47.75	16.7
60.0225	-47.65	16.86
60.0515	-46.79	17.03
60.081	-47.94	17.23
60.1105	-47.95	17.43
60.1405	-47.39	17.67
60.1715	-48.39	17.91
60.202	-48.12	18.11
60.232	-48.93	18.31
60.2615	-47.93	18.5
60.291	-48.22	18.67
60.3215	-48.17	18.83
60.3525	-47.25	18.98
60.383	-47.93	19.13
60.413	-47.54	19.25
60.443	-47.44	19.37
60.4725	-48.29	19.52
60.502	-47.24	19.71
60.5325	-47.6	19.91
60.5615	-47.52	20.1
60.589	-47.64	20.31
60.617	-48.65	20.52
60.6455	-47.76	20.73
60.6745	-48.44	20.86
60.704	-47.84	20.99
60.7345	-48.04	21.12
60.7655	-48.04	21.24
60.7965	-48.58	21.37
60.8275	-47.75	21.49
60.858	-48.08	21.6
60.888	-48.26	21.71
60.918	-48.51	21.82
60.948	-48.16	21.89
60.979	-48.21	21.96
61.011	-48.35	22.03
61.043	-48.54	22.1
61.0745	-48.96	22.16
61.106	-48.17	22.23
61.1375	-48.69	22.29
61.169	-48.12	22.34
61.201	-48.48	22.4
61.2335	-48.36	22.48
61.2665	-48.36	22.55
61.3	-47.34	22.64
61.3335	-48.26	22.75
61.3675	-47.23	22.87
61.402	-48.12	22.98
61.4365	-48.25	23.08
61.4715	-48.89	23.18
61.506	-48.3	23.29
61.54	-48.16	23.39
61.5745	-47.44	23.5
61.6095	-48.38	23.64
61.6445	-47.99	23.78
61.6795	-48.84	23.93
61.7145	-47.97	24.06
61.7495	-48.42	24.19
61.785	-47.73	24.33
61.821	-48.89	24.46
61.858	-49.41	24.6
61.896	-48.72	24.68
61.934	-48.16	24.71
61.9725	-48.84	24.74
62.0115	-48.77	24.79
62.051	-49.2	24.84
62.09	-48.8	24.86
62.1275	-49.05	24.87
62.165	-48.36	24.87
62.203	-48.72	24.9
62.2415	-48.5	24.93
62.2805	-48.9	24.96
62.3205	-49.35	24.99
62.3615	-48.78	25.01
62.401	-48.65	24.99
62.4395	-49.03	24.98
62.479	-49.03	24.95
62.519	-48.13	24.93
62.56	-49.18	24.89
62.602	-49.79	24.84
62.644	-49.23	24.78
62.6855	-49.58	24.6
62.7265	-49.19	24.42
62.7675	-49.43	24.21
62.81	-49.57	23.98
62.854	-49.6	23.76
62.897	-49.51	23.54
62.939	-48.83	23.35
62.9825	-48.91	23.22
63.027	-48.95	23.1
63.0715	-49.22	22.99
63.1165	-49.02	22.87
63.161	-49.69	22.67
63.205	-49.43	22.46
63.2485	-49.26	22.17
63.2915	-50.26	21.87
63.3345	-49.83	21.62
63.377	-49.09	21.4
63.419	-49.72	21.24
63.461	-49.23	21.15
63.5015	-49.22	21.06
63.541	-49.13	20.96
63.5785	-49.68	20.87
63.6135	-49.38	20.76
63.6495	-48.89	20.65
63.686	-49.12	20.54
63.7215	-49.89	20.42
63.757	-49.49	20.3
63.7945	-49.16	20.18
63.8335	-49.14	20.07
63.8715	-49.33	19.95
63.909	-49.53	19.85
63.9455	-49.22	19.76
63.9805	-49.54	19.66
64.0165	-49.03	19.57
64.054	-49.76	19.48
64.093	-48.75	19.4
64.133	-48.92	19.34
64.173	-49.16	19.28
64.213	-49.69	19.24
64.2535	-49.57	19.2
64.2945	-50.01	19.1
64.335	-50.57	19
64.3755	-50.3	18.85
64.4155	-48.85	18.64
64.4545	-49.37	18.44
64.4945	-50.24	18.28
64.535	-50.41	18.12
64.575	-49.35	17.92
64.6145	-48.53	17.71
64.654	-50.18	17.5
64.6945	-49.3	17.27
64.7345	-50	17.04
64.7735	-50.12	16.77
64.813	-49.82	16.49
64.853	-49.33	16.22
64.8925	-48.82	15.95
64.9315	-49.36	15.69
64.9695	-49.71	15.46
65.0065	-49.69	15.24
65.043	-49.97	14.97
65.0785	-49.41	14.66
65.1155	-50.15	14.36
65.1545	-50.01	13.96
65.193	-50.11	13.56
65.2305	-49.75	13.2
65.2702	-49.95	13.07
65.309	-49.5	12.94
65.3479	-49.53	12.8
65.3867	-49.62	12.67
65.4255	-50.33	12.54
65.4643	-50.48	12.41
65.5031	-51.42	12.28
65.542	-50.44	12.15
65.5808	-50.52	12.01
65.6196	-49.87	11.88
65.6584	-49.24	11.75
65.6972	-50.25	11.62
65.736	-50.29	11.49
65.7749	-50.16	11.35
65.8137	-48.92	11.22
65.8525	-49.76	11.09
65.8913	-50.31	10.96
65.9301	-50.18	10.83
65.969	-50.19	10.7
66.0078	-49.84	10.56
66.047	-50.44	10.43
66.086	-50.47	10.3
66.126	-49.25	9.9
66.165	-50.24	9.5
66.205	-50.16	9.09
66.245	-51.19	8.68
66.284	-50.04	8.25
66.3225	-50.5	7.82
66.361	-49.8	7.39
66.399	-49.7	7.03
66.437	-50.25	6.67
66.475	-49.9	6.31
66.512	-50.04	5.97
66.548	-49.59	5.63
66.5855	-50.18	5.28
66.6245	-50.21	4.94
66.6625	-49.33	4.6
66.6995	-50.34	4.28
66.737	-49.49	3.95
66.7755	-49.66	3.62
66.814	-50.67	3.28
66.852	-50.08	2.92
66.89	-49.74	2.51
66.9275	-49.35	2.1
66.966	-49.65	1.76
67.0055	-50.08	1.45
67.044	-49.78	1.13
67.0825	-49.82	0.84
67.1215	-50.12	0.54
67.1605	-49.9	0.23
67.1995	-49.75	-0.09
67.2385	-50.74	-0.46
67.277	-50.27	-0.9
67.315	-50.94	-1.34
67.353	-50.01	-1.82
67.3905	-50.55	-2.31
67.4285	-50.33	-2.79
67.467	-50.06	-3.27
67.504	-50.75	-3.74
67.54	-50.87	-4.23
67.576	-50.73	-4.72
67.6115	-51.46	-5.21
67.6475	-49.72	-5.74
67.6845	-48.79	-6.28
67.722	-48.86	-6.71
67.7595	-50.59	-7.04
67.7945	-50.59	-7.38
67.827	-50.81	-7.81
67.8605	-49.87	-8.26
67.8955	-49.24	-8.71
67.9305	-49.86	-9.11
67.965	-50.78	-9.51
67.9995	-49.82	-9.91
68.0345	-49.91	-10.35
68.0705	-49.58	-10.79
68.1075	-51.02	-11.24
68.145	-50.18	-11.71
68.183	-50.57	-12.18
68.221	-50	-12.73
68.259	-50.45	-13.27
68.2945	-50.28	-13.79
68.3275	-51.35	-14.26
68.3605	-50.04	-14.74
68.394	-49.35	-15.1
68.4275	-48.65	-15.46
68.4605	-49.66	-15.8
68.4935	-49.51	-16.04
68.5265	-49.43	-16.24
68.5585	-49.74	-16.45
68.59	-48.78	-16.73
68.622	-49.76	-17.04
68.654	-49.02	-17.36
68.6865	-50.17	-17.73
68.7195	-49.38	-18.12
68.7535	-48.38	-18.51
68.7885	-49.56	-18.88
68.8235	-49.11	-19.25
68.859	-50.03	-19.62
68.8945	-49.61	-20.07
68.9295	-50.51	-20.52
68.9655	-49.9	-21.01
69.0025	-50.1	-21.58
69.039	-50.91	-22.14
69.075	-48.16	-22.7
69.1115	-50.98	-23.24
69.148	-50.63	-23.79
69.184	-50.37	-24.42
69.219	-50.15	-25.04
69.2545	-50.52	-25.67
69.291	-50.91	-26.31
69.327	-50.18	-26.95
69.3625	-50.76	-27.57
69.396	-50.81	-28.19
69.4285	-50.02	-28.8
69.462	-49.83	-29.39
69.496	-49.34	-29.97
69.5305	-49.8	-30.55
69.566	-49.86	-31.08
69.6005	-49.56	-31.61
69.634	-50.36	-32.14
69.6665	-49.97	-32.68
69.698	-49.56	-33.22
69.73	-49.7	-33.75
69.762	-48.89	-34.25
69.795	-49.75	-34.75
69.829	-49.69	-35.25
69.8635	-48.92	-35.76
69.8985	-49.25	-36.27
69.933	-50.12	-36.77
69.9675	-48.9	-37.27
70.002	-49.65	-37.78
70.0365	-49.9	-38.29
70.072	-48.79	-38.81
70.1075	-49.89	-39.33
70.1415	-48.85	-39.8
70.175	-48.93	-40.26
70.208	-49.01	-40.71
70.2405	-48.53	-41.11
70.274	-49.22	-41.5
70.3075	-49.27	-41.88
70.34	-48.6	-42.26
70.3715	-48.89	-42.63
70.403	-48.48	-43
70.435	-48.48	-43.32
70.4665	-49.35	-43.64
70.4975	-48.81	-43.95
70.5275	-48.29	-44.26
70.557	-49.79	-44.56
70.587	-47.82	-44.86
70.617	-47.39	-45.13
70.6465	-48.48	-45.34
70.6755	-48.15	-45.55
70.7045	-47.72	-45.76
70.733	-48.8	-45.96
70.761	-48.41	-46.15
70.7895	-47.71	-46.34
70.8185	-47.5	-46.52
70.8475	-48.53	-46.68
70.877	-47.54	-46.84
70.9065	-47.54	-47.01
70.937	-48.39	-47.17
70.969	-48.19	-47.34
71.0005	-48.23	-47.51
71.031	-47.73	-47.68
71.0592	-47.91	-47.86
71.0875	-48.09	-48.04
71.115	-47.86	-48.19
71.143	-47.94	-48.32
71.1705	-46.96	-48.46
71.197	-46.96	-48.56
71.223	-47.87	-48.59
71.249	-47.84	-48.61
71.275	-47.46	-48.64
71.301	-47.7	-48.64
71.328	-47.74	-48.63
71.3565	-46.95	-48.62
71.386	-47.29	-48.62
71.416	-47.2	-48.65
71.4465	-47.49	-48.68
71.4775	-47.55	-48.72
71.5095	-47.76	-48.77
71.542	-47.53	-48.83
71.574	-47.23	-48.89
71.606	-47.32	-48.94
71.638	-47.27	-48.97
71.6705	-47.55	-49
71.703	-46.96	-49.02
71.735	-47.02	-49
71.767	-47.61	-48.98
71.799	-47.91	-48.97
71.8305	-46.82	-48.98
71.862	-47.4	-48.99
71.8935	-46.87	-49
71.925	-47.33	-48.98
71.957	-47.85	-48.97
71.989	-46.86	-48.95
72.0215	-47.01	-48.92
72.0545	-46.74	-48.89
72.0885	-46.73	-48.86
72.1235	-48.2	-48.84
72.158	-47.66	-48.81
72.192	-47.82	-48.83
72.2265	-47.4	-48.92
72.262	-47.45	-49.01
72.2995	-47.84	-49.13
72.3385	-48.09	-49.29
72.38	-49.11	-49.49
72.4245	-49.54	-49.92
72.47	-49.11	-50.35
72.516	-48.13	-50.87
72.561	-48.91	-51.4
72.605	-48.51	-51.87
72.6465	-48.52	-52.33
72.6855	-48.11	-52.75
72.7235	-48.8	-53.13
72.76	-48.22	-53.5
72.798	-47.74	-53.84
72.838	-48.44	-54.18
72.8785	-47.84	-54.51
72.9195	-48.95	-54.83
72.961	-48.71	-55.18
73.003	-48.66	-55.61
73.045	-48.24	-56.04
73.0865	-47.75	-56.37
73.127	-48.29	-56.69
73.1675	-47.45	-56.95
73.2085	-47.91	-57.08
73.25	-47.73	-57.2
73.2905	-47.93	-57.26
73.3295	-48.66	-57.3
73.369	-47.71	-57.4
73.4085	-48.28	-57.71
73.448	-47.37	-58.01
73.488	-47.66	-58.25
73.5265	-48.11	-58.47
73.564	-47.64	-58.69
73.6015	-47.61	-58.9
73.639	-48.55	-59.11
73.6765	-48.49	-59.33
73.713	-47.6	-59.55
73.7495	-48.02	-59.78
73.7865	-47.22	-59.92
73.823	-47.8	-60.05
73.8585	-47.13	-60.17
73.8925	-47.99	-60.28
73.925	-48.07	-60.38
73.9575	-48.51	-60.51
73.9905	-48.58	-60.73
74.024	-47.93	-60.95
74.0575	-47.62	-61.16
74.09	-47.9	-61.34
74.122	-47.73	-61.51
74.1545	-47.22	-61.67
74.1875	-47.41	-61.75
74.22	-47.14	-61.83
74.252	-48.12	-61.9
74.284	-47.13	-61.95
74.3165	-47.33	-61.99
74.3485	-46.94	-62.04
74.379	-47.74	-62.05
74.409	-46.98	-62.05
74.439	-47.72	-62.06
74.468	-48.09	-62.08
74.496	-47.32	-62.11
74.5235	-46.69	-62.13
74.5505	-47.58	-62.16
74.5775	-47.14	-62.13
74.605	-47.1	-62.1
74.6325	-46.94	-62.07
74.66	-47	-62.02
74.6885	-47.12	-61.95
74.7175	-47.13	-61.87
74.7465	-46.65	-61.8
74.776	-48.05	-61.76
74.8055	-47.22	-61.72
74.8345	-46.89	-61.69
74.8635	-47.65	-61.68
74.8925	-48.04	-61.68
74.921	-47.69	-61.69
74.9495	-47.79	-61.71
74.978	-47.97	-61.78
75.0065	-47.45	-61.85
75.0355	-47.64	-61.91
75.065	-46.85	-61.94
75.0945	-46.97	-61.95
75.1235	-47.23	-61.95
75.152	-48	-61.96
75.1805	-46.92	-61.97
75.2095	-47.82	-61.97
75.2385	-47.96	-61.98
75.268	-47.68	-62.05
75.298	-47.33	-62.12
75.328	-48.05	-62.19
75.358	-47.7	-62.27
75.389	-47.03	-62.34
75.4205	-47.88	-62.42
75.4515	-47.85	-62.48
75.483	-46.71	-62.53
75.515	-46.79	-62.58
75.5465	-47.8	-62.63
75.5785	-48	-62.67
75.611	-47.32	-62.7
75.644	-47.22	-62.75
75.678	-48.01	-62.83
75.712	-47.56	-62.91
75.746	-48.62	-63.03
75.7815	-48.41	-63.24
75.8185	-47.84	-63.45
75.855	-48.35	-63.68
75.8915	-48.28	-63.92
75.9275	-48.45	-64.18
75.9635	-48.62	-64.44
75.9985	-48.23	-64.71
76.034	-47.95	-64.99
76.069	-49.01	-65.29
76.103	-47.96	-65.59
76.1385	-47.79	-65.89
76.1755	-47.69	-66.18
76.212	-48.96	-66.48
76.2485	-48.83	-66.83
76.285	-47.86	-67.22
76.3205	-47.01	-67.61
76.356	-48.34	-67.93
76.392	-48.62	-68.24
76.4295	-48.47	-68.56
76.468	-47.87	-68.97
76.5055	-48.19	-69.37
76.5425	-48.53	-69.78
76.579	-47.98	-70.17
76.615	-46.99	-70.57
76.6515	-48.09	-70.91
76.6885	-47.61	-71.22
76.7265	-48.57	-71.55
76.7655	-48.14	-71.95
76.804	-48.63	-72.35
76.8425	-47.65	-72.75
76.881	-47.61	-73.14
76.9185	-48.01	-73.53
76.9555	-46.83	-73.8
76.992	-46.64	-74.07
77.0285	-47.75	-74.32
77.065	-47.63	-74.53
77.1015	-47.63	-74.74
77.139	-48.84	-75.03
77.1755	-47.32	-75.37
77.211	-47.44	-75.7
77.2475	-48.29	-76.01
77.284	-47.22	-76.31
77.32	-46.79	-76.6
77.3555	-47.02	-76.8
77.392	-47.6	-77
77.43	-48.13	-77.26
77.4685	-47.82	-77.61
77.508	-48.07	-77.95
77.547	-48.19	-78.43
77.585	-47.18	-78.92
77.6245	-47.34	-79.38
77.665	-47.05	-79.74
77.705	-47.66	-80.1
77.7445	-47.95	-80.44
77.7835	-47.71	-80.77
77.822	-47.81	-81.12
77.8605	-47.94	-81.52
77.899	-47.47	-81.91
77.9375	-47.81	-82.3
77.976	-47.83	-82.69
78.014	-47.37	-83.07
78.0515	-47.49	-83.45
78.09	-48.05	-83.82
78.1295	-48.25	-84.26
78.168	-48.06	-84.75
78.206	-47.19	-85.23
78.2465	-47.74	-85.71
78.289	-47.95	-86.19
78.3305	-48.11	-86.68
78.3715	-47.45	-87.17
78.4115	-47.53	-87.66
78.4505	-47.74	-88.1
78.4905	-47.24	-88.55
78.5315	-48.31	-89.04
78.5715	-47.5	-89.55
78.611	-48.55	-90.07
78.6505	-47.29	-90.62
78.6895	-47.96	-91.17
78.728	-47.86	-91.69
78.766	-46.94	-92.21
78.805	-47.57	-92.72
78.845	-47.78	-93.21
78.885	-47.81	-93.71
78.9255	-47.4	-94.27
78.9665	-47.03	-94.86
79.008	-47.65	-95.45
79.05	-47.18	-96.06
79.0925	-47.38	-96.67
79.1345	-48.18	-97.16
79.1755	-47.07	-97.63
79.217	-47.23	-98.08
79.2585	-47.5	-98.52
79.298	-48	-98.97
79.3365	-47.6	-99.43
79.3755	-46.86	-99.88
79.4145	-47.31	-100.31
79.4545	-47.82	-100.7
79.4955	-47.46	-101.09
79.537	-47.02	-101.53
79.579	-47.25	-101.98
79.6205	-47.94	-102.46
79.6615	-47.25	-102.94
79.7015	-46.78	-103.4
79.7405	-47.69	-103.79
79.7805	-46.28	-104.17
79.8215	-46.94	-104.47
79.8635	-47.23	-104.74
79.9065	-46.9	-104.98
79.9495	-46.32	-105.16
79.9925	-46.62	-105.34
80.035	-46.6	-105.6
80.0765	-46.71	-105.85
80.117	-46.36	-106.12
80.157	-46.66	-106.4
80.1985	-46.32	-106.68
80.2415	-46.45	-106.95
80.2845	-47.11	-107.22
80.3275	-47.21	-107.39
80.3695	-46.71	-107.55
80.411	-46.19	-107.62
80.454	-45.97	-107.63
80.4975	-46.07	-107.6
80.541	-46.78	-107.44
80.5845	-46.47	-107.27
80.627	-46.64	-107.3
80.6695	-45.92	-107.34
80.7125	-45.37	-107.27
80.756	-45.36	-107.12
80.7995	-46.33	-106.99
80.843	-46.36	-106.89
80.8875	-46.2	-106.8
80.9325	-46.24	-106.98
80.9785	-45.98	-107.17
81.025	-45.87	-107.07
81.071	-45.81	-106.94
81.117	-45.62	-106.75
81.164	-46.26	-106.54
81.212	-46.19	-106.48
81.2585	-46.14	-106.52
81.3035	-46.22	-106.48
81.348	-45.62	-106.34
81.392	-46.26	-106.18
81.438	-46.49	-106
81.486	-46.06	-105.82
81.5345	-45.84	-105.62
81.583	-45.62	-105.42
81.631	-46.4	-105.14
81.679	-46.45	-104.86
81.7255	-45.59	-104.63
81.77	-46.03	-104.42
81.815	-46.63	-104.22
81.861	-46.64	-104.03
81.9085	-46.19	-103.87
81.957	-46.37	-103.72
82.005	-46.08	-103.55
82.0535	-46.38	-103.36
82.1015	-46.08	-103.14
82.149	-45.8	-102.91
82.196	-46.33	-102.68
82.242	-46.06	-102.43
82.2865	-46.45	-102.19
82.3295	-46.06	-101.94
82.373	-45.75	-101.7
82.417	-46.67	-101.42
82.4615	-46.34	-101.14
82.506	-46.45	-100.9
82.5515	-46.2	-100.67
82.598	-46.33	-100.42
82.6415	-45.84	-100.15
82.683	-45.58	-99.84
82.726	-46.36	-99.44
82.77	-45.91	-99.03
82.814	-45.77	-98.62
82.858	-46.91	-98.21
82.902	-45.95	-97.87
82.9465	-45.75	-97.56
82.9905	-45.76	-97.22
83.0335	-46.23	-96.82
83.0755	-45.78	-96.43
83.117	-46.41	-96.06
83.158	-45.68	-95.69
83.1985	-46.22	-95.3
83.239	-45.56	-94.9
83.279	-45.75	-94.49
83.32	-45.6	-93.98
83.3615	-45.65	-93.47
83.404	-46.01	-92.93
83.448	-45.48	-92.37
83.491	-45.61	-91.8
83.533	-45.71	-91.23
83.5765	-45.94	-90.65
83.621	-46.68	-90.16
83.664	-45.28	-89.67
83.7055	-45.94	-89.17
83.746	-45.92	-88.66
83.7865	-45.39	-88.14
83.8285	-45.75	-87.56
83.872	-45.58	-86.98
83.915	-46.29	-86.44
83.9565	-45.86	-85.92
83.9975	-45.88	-85.39
84.0385	-45.66	-84.85
84.0805	-45.63	-84.31
84.1235	-46.48	-83.77
84.1665	-46.44	-83.22
84.21	-46.09	-82.67
84.2535	-46.49	-82.16
84.297	-45.85	-81.64
84.3405	-46.16	-81.07
84.383	-45.93	-80.5
84.425	-46	-79.95
84.4675	-46.38	-79.41
84.51	-45.89	-78.87
84.553	-46.34	-78.32
84.5945	-46.57	-77.79
84.6345	-46.2	-77.31
84.676	-46.5	-76.83
84.7175	-46.29	-76.33
84.76	-45.98	-75.82
84.8045	-46.81	-75.31
84.848	-46.78	-74.82
84.89	-46.63	-74.32
84.9335	-46.36	-73.86
84.978	-47.04	-73.39
85.022	-46.88	-72.98
85.0655	-46.09	-72.58
85.109	-46.34	-72.13
85.153	-46.92	-71.64
85.195	-46.78	-71.2
85.2345	-46.64	-70.83
85.276	-47.02	-70.46
85.3195	-47.73	-70.2
85.363	-47.11	-69.94
85.4065	-46.87	-69.69
85.4495	-46.88	-69.45
85.493	-46.73	-69.18
85.5365	-46.35	-68.86
85.58	-46.97	-68.55
85.6235	-46.77	-68.23
85.6665	-46.62	-67.91
85.7095	-47.54	-67.66
85.7525	-47.3	-67.42
85.7965	-46.76	-67.21
85.8415	-47.22	-67.01
85.886	-46.82	-66.83
85.93	-47.1	-66.65
85.9735	-47.23	-66.47
86.016	-47.48	-66.34
86.0585	-47.89	-66.22
86.101	-47.66	-66.16
86.144	-47.27	-66.12
86.188	-47.97	-66.09
86.2325	-47.25	-66.06
86.277	-47.62	-66.03
86.3215	-47.13	-65.97
86.366	-47.41	-65.92
86.4105	-47.53	-65.89
86.456	-47.75	-65.85
86.5025	-47.64	-65.87
86.5495	-47.24	-65.9
86.5975	-48.38	-65.95
86.6465	-47.85	-66.01
86.6935	-47.73	-66.08
86.7385	-48	-66.16
86.785	-47.95	-66.25
86.8325	-47.93	-66.37
86.8795	-47.39	-66.47
86.9265	-47.86	-66.55
86.974	-48.58	-66.65
87.022	-48.1	-66.88
87.071	-48.61	-67.13
87.1215	-49.42	-67.51
87.1745	-48.94	-67.94
87.229	-48.89	-68.49
87.2825	-48.91	-69.04
87.3355	-48.98	-69.57
87.386	-49.01	-70.07
87.4345	-49.06	-70.55
87.4845	-48.53	-71
87.536	-48.76	-71.42
87.587	-48.77	-71.81
87.637	-48.81	-72.17
87.687	-49.04	-72.58
87.737	-49.55	-73.01
87.787	-48.41	-73.46
87.837	-48.74	-73.92
87.8875	-48.62	-74.33
87.938	-48.39	-74.71
87.9865	-48.55	-75.07
88.034	-48.76	-75.4
88.082	-49.4	-75.8
88.13	-48.47	-76.24
88.1785	-48.54	-76.65
88.228	-48.46	-77.03
88.2775	-47.8	-77.35
88.327	-48.38	-77.61
88.376	-48.59	-77.88
88.424	-48.42	-78.15
88.473	-49.01	-78.47
88.5225	-48.95	-78.86
88.571	-48.83	-79.28
88.619	-49.53	-79.72
88.667	-48.4	-80.15
88.715	-48.25	-80.57
88.762	-48.64	-80.97
88.808	-48.89	-81.31
88.854	-48.66	-81.64
88.9005	-48.24	-81.96
88.948	-48.81	-82.28
88.996	-48.84	-82.62
89.0445	-48.28	-82.97
89.0935	-48.06	-83.29
89.1405	-48.67	-83.61
89.1855	-48.85	-83.88
89.231	-48.18	-84.14
89.2775	-47.84	-84.37
89.323	-48.38	-84.58
89.3665	-48.17	-84.79
89.411	-48.27	-85.01
89.4565	-47.74	-85.23
89.5015	-48.24	-85.44
89.547	-48.71	-85.66
89.595	-48.34	-85.98
89.645	-47.99	-86.29
89.694	-48.6	-86.56
89.7415	-48.54	-86.83
89.788	-47.78	-87.1
89.834	-49.15	-87.37
89.879	-48.08	-87.66
89.923	-48.02	-87.96
89.966	-48.52	-88.24
90.0075	-49	-88.53
90.0495	-48.58	-88.84
90.093	-48.04	-89.24
90.137	-48.55	-89.65
90.1815	-48.06	-90.03
90.225	-48.25	-90.42
90.2675	-48.66	-90.8
90.311	-48.33	-91.17
90.355	-48.44	-91.55
90.4	-48.57	-91.95
90.4455	-49.19	-92.36
90.49	-49.36	-92.88
90.534	-48.15	-93.4
90.5815	-48.74	-93.93
90.632	-48.21	-94.47
90.682	-48.11	-94.94
90.732	-48.76	-95.4
90.781	-48.21	-95.88
90.829	-48.38	-96.36
90.8755	-47.86	-96.8
90.921	-48.83	-97.23
90.967	-48.57	-97.72
91.013	-47.84	-98.21
91.059	-48.99	-98.71
91.1055	-48.24	-99.21
91.153	-47.91	-99.7
91.201	-48.41	-100.16
91.249	-48.29	-100.62
91.297	-48.62	-101.1
91.3435	-48.52	-101.58
91.389	-48	-102.08
91.435	-47.88	-102.56
91.481	-47.89	-102.94
91.5255	-48.62	-103.33
91.5685	-47.69	-103.72
91.6135	-47.52	-104.12
91.66	-48.04	-104.52
91.7065	-48.36	-104.92
91.7535	-47.95	-105.36
91.8	-48.09	-105.84
91.846	-47.74	-106.3
91.8925	-48.04	-106.73
91.939	-48.26	-107.16
91.9855	-48.74	-107.59
92.032	-47.82	-108.02
92.0785	-48.56	-108.42
92.1255	-47.63	-108.82
92.174	-47.65	-109.2
92.2235	-47.83	-109.58
92.2725	-48.03	-109.95
92.321	-47.9	-110.32
92.3685	-47.53	-110.68
92.415	-48.58	-111.04
92.4625	-47.58	-111.46
92.512	-47.53	-111.89
92.561	-48.62	-112.32
92.6095	-47.45	-112.75
92.6595	-47.85	-113.15
92.71	-48.18	-113.56
92.7605	-47	-113.94
92.8115	-46.94	-114.3
92.863	-46.87	-114.54
92.915	-47.49	-114.75
92.9695	-47.21	-115.09
93.027	-47.29	-115.44
93.085	-46.85	-115.79
93.1435	-46.65	-116.05
93.2035	-47.18	-116.18
93.2645	-46.44	-116.27
93.3245	-46.24	-116.32
93.3835	-46.55	-116.2
93.4445	-46.57	-116.08
93.507	-46.98	-115.97
93.5695	-45.74	-115.83
93.633	-46.01	-115.64
93.6945	-46.43	-115.29
